id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,text
53757,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Women Speeder Wns Ind White Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/53757.jpg,Sports | Puma Women Speeder Wns Ind White Sports Shoes
37212,Men,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual,United Colors of Benetton Men Pink Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/37212.jpg,Casual | United Colors of Benetton Men Pink Shirt
4515,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men's Tarun White Silver Red Shoe,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/4515.jpg,Sports | Puma Men's Tarun White Silver Red Shoe
45632,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,Park Avenue Men Grey Melange Briefs,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/45632.jpg,Casual | Park Avenue Men Grey Melange Briefs
51000,Women,Apparel,Innerwear,Bra,Maroon,Summer,2018,Casual,Enamor Maroon Bra FB06,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/51000.jpg,Casual | Enamor Maroon Bra FB06
7390,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018,Formal,Red Tape Men Brown Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/7390.jpg,Formal | Red Tape Men Brown Shoes
35545,Girls,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Enroute Teens Brown Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/35545.jpg,Casual | Enroute Teens Brown Sandals
6242,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Lee Women's Rihana Purple T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/6242.jpg,Casual | Lee Women's Rihana Purple T-shirt
47165,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Peter England Men Black Belt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/47165.jpg,Casual | Peter England Men Black Belt
17615,Boys,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Doodle Boys living Upto White Tshirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/17615.jpg,Casual | Doodle Boys living Upto White Tshirt
48911,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant with Chain,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/48911.jpg,Casual | Lucera Women Silver Pendant with Chain
29926,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dial Watch PL12778MSU-61,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/29926.jpg,Casual | Police Men Black Dial Watch PL12778MSU-61
42417,Unisex,Accessories,Accessories,Messenger Bag,Purple,Summer,2012,Casual,American Tourister Unisex Purple Messenger Bag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/42417.jpg,Casual | American Tourister Unisex Purple Messenger Bag
3730,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Sports,CSK Mens Fangear Yellow Jersey,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/3730.jpg,Sports | CSK Mens Fangear Yellow Jersey
26152,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,John Miller Men Striped Grey Trousers,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/26152.jpg,Formal | John Miller Men Striped Grey Trousers
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Reid & Taylor Men White Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/12367.jpg,Formal | Reid & Taylor Men White Shirt
54572,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Sushilas Women Multi Coloured Kurta,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/54572.jpg,Ethnic | Sushilas Women Multi Coloured Kurta
27080,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Silver Flats,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/27080.jpg,Casual | Catwalk Women Silver Flats
30037,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/30037.jpg,Casual | SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS
46285,Women,Apparel,Dress,Dresses,Multi,Summer,2012,Casual,109F Women Multi Coloured Dress,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/46285.jpg,Casual | 109F Women Multi Coloured Dress
12969,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,ADIDAS Men Snova Glide Blue Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/12969.jpg,Sports | ADIDAS Men Snova Glide Blue Sports Shoes
35777,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Force 10 Men Black & Green Sports Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/35777.jpg,Sports | Force 10 Men Black & Green Sports Shoes
51232,Women,Apparel,Topwear,Kurtas,Green,Fall,2012,Ethnic,Satya Paul Women Green Printed Kaftan,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/51232.jpg,Ethnic | Satya Paul Women Green Printed Kaftan
17427,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,CASIO G-Shock Men White Analogue & Digital Watch G274,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/17427.jpg,Casual | CASIO G-Shock Men White Analogue & Digital Watch G274
9804,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,John Miller Men Black Checks Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9804.jpg,Formal | John Miller Men Black Checks Shirts
23612,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Nike Fragrances Women Sensual Touch Perfume,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/23612.jpg,Casual | Nike Fragrances Women Sensual Touch Perfume
6070,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Women's Young Pigment Blue T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/6070.jpg,Casual | UCB Women's Young Pigment Blue T-shirt
47357,Women,Accessories,Bags,Mobile Pouch,Purple,Summer,2012,Casual,Baggit Women Purple Phulrani Brush Mobile Pouch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/47357.jpg,Casual | Baggit Women Purple Phulrani Brush Mobile Pouch
26360,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Arrow Woman Grey T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/26360.jpg,Casual | Arrow Woman Grey T-shirt
12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011,Ethnic,Aurelia Women Solid Beige Leggings,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/12155.jpg,Ethnic | Aurelia Women Solid Beige Leggings
42625,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Estelle Women Earrings,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/42625.jpg,Casual | Estelle Women Earrings
3502,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,ADIDAS Women's Black T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/3502.jpg,Sports | ADIDAS Women's Black T-shirt
30205,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Nike Women Track Tote Pink Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/30205.jpg,Casual | Nike Women Track Tote Pink Handbag
9038,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2011,Formal,Buckaroo Men Medina Brown Formal Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9038.jpg,Formal | Buckaroo Men Medina Brown Formal Shoes
54740,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012,Casual,Vans Men Black Era Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/54740.jpg,Casual | Vans Men Black Era Shoes
13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Unisex Casual Brown Casual Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/13087.jpg,Casual | Timberland Unisex Casual Brown Casual Shoes
10602,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,Nike Men Football Soccer Red Jerseys,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/10602.jpg,Sports | Nike Men Football Soccer Red Jerseys
40172,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men UV protected Sporty Wrap Sunglasses,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/40172.jpg,Casual | Fastrack Men UV protected Sporty Wrap Sunglasses
33480,Women,Accessories,Belts,Belts,Purple,Spring,2012,Casual,Baggit Women Purple Belt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/33480.jpg,Casual | Baggit Women Purple Belt
59863,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,2017,Casual,Olay Women Total Effects Anti-Ageing Eye Cream,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59863.jpg,Casual | Olay Women Total Effects Anti-Ageing Eye Cream
32552,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Playboy Men Black Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/32552.jpg,Casual | Playboy Men Black Shoes
21979,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual,Murcia Women Casual Black Clutch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/21979.jpg,Casual | Murcia Women Casual Black Clutch
56017,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Soft Touch Wood Heart Lipstick 039,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/56017.jpg,Casual | Colorbar Soft Touch Wood Heart Lipstick 039
20097,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/20097.jpg,Ethnic | Diva Women Printed White Kurta
53565,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/53565.jpg,Casual | Q&Q Men Black Dial Watch
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual,Urban Yoga Women Solid Pink Sweatshirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/15370.jpg,Casual | Urban Yoga Women Solid Pink Sweatshirts
39986,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013,Casual,Gas Men Mila Navy Blue Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/39986.jpg,Casual | Gas Men Mila Navy Blue Shoes
21145,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,s.Oliver Women Printed Black Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/21145.jpg,Casual | s.Oliver Women Printed Black Shirt
4727,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Disney Kids Boy's Regatta Annual Blue Teen Kidswear,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/4727.jpg,Casual | Disney Kids Boy's Regatta Annual Blue Teen Kidswear
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012,Casual,Rocia Women Maroon Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/45400.jpg,Casual | Rocia Women Maroon Sandals
38434,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Baggit Women Blue Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/38434.jpg,Casual | Baggit Women Blue Handbag
53905,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Kiara Women Beige Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/53905.jpg,Casual | Kiara Women Beige Handbag
1609,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2010,Sports,Reebok Women Boat-Neck Wildberry Sweatshirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/1609.jpg,Sports | Reebok Women Boat-Neck Wildberry Sweatshirt
57599,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017,Casual,Lotus Herbals Moistpetals Berry Punch Lipstick 121,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/57599.jpg,Casual | Lotus Herbals Moistpetals Berry Punch Lipstick 121
25985,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,2017,Casual,J.Del Pozo Halloween Women Perfume,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/25985.jpg,Casual | J.Del Pozo Halloween Women Perfume
59403,Women,Apparel,Topwear,Tshirts,White,Fall,2012,Casual,Tokyo Talkies Women White T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59403.jpg,Casual | Tokyo Talkies Women White T-shirt
21519,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,Kiara Women Glossy White Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/21519.jpg,Casual | Kiara Women Glossy White Handbag
53139,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue & White Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/53139.jpg,Casual | Catwalk Women Blue & White Sandals
29774,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Wrangler Men Purple Striped Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/29774.jpg,Casual | Wrangler Men Purple Striped Shirt
3962,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Jealous 21 Women Black Shimmery Falling Neck Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/3962.jpg,Casual | Jealous 21 Women Black Shimmery Falling Neck Top
18033,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Solid Brown Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/18033.jpg,Casual | Lino Perros Women Solid Brown Handbag
17847,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Air Impetus II White Sports Shoe,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/17847.jpg,Sports | Nike Men Air Impetus II White Sports Shoe
9464,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men  White Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9464.jpg,Formal | John Miller Men  White Shirt
48743,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012,Casual,Revv Men Steel Bangle,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/48743.jpg,Casual | Revv Men Steel Bangle
16995,Women,Footwear,Sandal,Sports Sandals,Black,Winter,2012,Casual,Rocia Women Casual Black Sandal,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/16995.jpg,Casual | Rocia Women Casual Black Sandal
12509,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Casual Brown Casual Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/12509.jpg,Casual | Red Tape Men Casual Brown Casual Shoes
17249,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Printed Limoges Blue Tshirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/17249.jpg,Casual | U.S. Polo Assn. Men Printed Limoges Blue Tshirt
47539,Women,Footwear,Shoes,Flats,White,Winter,2012,Casual,Portia Women White Flats,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/47539.jpg,Casual | Portia Women White Flats
29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Classic Polo Men Black T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/29546.jpg,Casual | Classic Polo Men Black T-shirt
42877,Women,Accessories,Wallets,Wallets,Maroon,Summer,2012,Casual,French Connection Women Maroon Wallet,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/42877.jpg,Casual | French Connection Women Maroon Wallet
9656,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Casual,Indigo Nation Men Bling Technification Red Black Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9656.jpg,Casual | Indigo Nation Men Bling Technification Red Black Shirts
23840,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,ADIDAS Men Brown Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/23840.jpg,Casual | ADIDAS Men Brown Shoes
43199,Men,Accessories,Watches,Watches,Metallic,Winter,2016,Casual,Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/43199.jpg,Casual | Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01
18201,Men,Apparel,Topwear,Jackets,Olive,Fall,2011,Casual,Nike Men Casual Olive Jacket,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/18201.jpg,Casual | Nike Men Casual Olive Jacket
35925,Women,Accessories,Bags,Clutches,Yellow,Summer,2012,Casual,Peperone Women Yellow Clutch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/35925.jpg,Casual | Peperone Women Yellow Clutch
8784,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Unisex Brown Sunglasses,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/8784.jpg,Casual | Fastrack Unisex Brown Sunglasses
4975,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Gini and Jony Boy's Kent Pack of 3 Tee Kidswear,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/4975.jpg,Casual | Gini and Jony Boy's Kent Pack of 3 Tee Kidswear
56679,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Portia Women Brown Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/56679.jpg,Casual | Portia Women Brown Sandals
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012,Casual,Numero Uno Men Navy Blue Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/24259.jpg,Casual | Numero Uno Men Navy Blue Shoes
38606,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Nike Men Printed Boxed White T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/38606.jpg,Casual | Nike Men Printed Boxed White T-shirt
59631,Women,Apparel,Saree,Sarees,Red,Fall,2012,Ethnic,FNF Red & Gold Collection for Wedding Sari,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59631.jpg,Ethnic | FNF Red & Gold Collection for Wedding Sari
4149,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Free White Pink Shoe,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/4149.jpg,Sports | Nike Women Free White Pink Shoe
10850,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Wrangler Men Famous Filafil Blue T-Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/10850.jpg,Casual | Wrangler Men Famous Filafil Blue T-Shirts
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/26956.jpg,Casual | Jealous 21 Women Black Top
29122,Unisex,Accessories,Headwear,Caps,Black,Summer,2012,Casual,Puma Unisex Cat Logo Black Cap,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/29122.jpg,Casual | Puma Unisex Cat Logo Black Cap
51038,Women,Apparel,Innerwear,Briefs,Lavender,Summer,2017,Casual,Enamor Women Lupine Coloured Briefs,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/51038.jpg,Casual | Enamor Women Lupine Coloured Briefs
30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Beige Kurta,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/30833.jpg,Ethnic | Fabindia Women Beige Kurta
48929,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Lucera Women Silver Ring,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/48929.jpg,Casual | Lucera Women Silver Ring
27884,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Scullers For Her Blue Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/27884.jpg,Formal | Scullers For Her Blue Shirt
55498,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual,Revlon ColorBurst Strawberry Lip Gloss 06,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/55498.jpg,Casual | Revlon ColorBurst Strawberry Lip Gloss 06
3708,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Classic Polo Men's Navy Grey Stripe T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/3708.jpg,Casual | Classic Polo Men's Navy Grey Stripe T-shirt
48115,Women,Accessories,Belts,Belts,Black,Summer,2012,Casual,Fossil Women Black Midnight  Belt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/48115.jpg,Casual | Fossil Women Black Midnight  Belt
18665,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Fila Men Syncro White Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/18665.jpg,Casual | Fila Men Syncro White Shoes
47961,Women,Accessories,Bags,Clutches,Grey,Summer,2012,Casual,French Connection Women Grey Clutch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/47961.jpg,Casual | French Connection Women Grey Clutch
10408,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tops,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/10408.jpg,Casual | United Colors of Benetton Women Solid Black Tops
14894,Women,Accessories,Accessories,Travel Accessory,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Bags,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/14894.jpg,Casual | United Colors of Benetton Women Solid Black Bags
15946,Men,Accessories,Ties,Ties,Black,Fall,2011,Formal,Turtle Men Solid Black Ties,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/15946.jpg,Formal | Turtle Men Solid Black Ties
1863,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Inkfruit Men Night Wolf T-shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/1863.jpg,Casual | Inkfruit Men Night Wolf T-shirt
59255,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Watch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59255.jpg,Casual | Titan Men Black Watch
20893,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Basics Men Black Casual Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/20893.jpg,Casual | Basics Men Black Casual Shoes
58989,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual,Cavallini Men Deo,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/58989.jpg,Casual | Cavallini Men Deo
38050,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Digital Watch M119J003Y,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/38050.jpg,Casual | Q&Q Men Black Digital Watch M119J003Y
39182,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Aneri Women Magenta & Black Kurta,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/39182.jpg,Ethnic | Aneri Women Magenta & Black Kurta
41098,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,Allen Solly Woman Cream Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/41098.jpg,Casual | Allen Solly Woman Cream Top
21941,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Casual Black Handbag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/21941.jpg,Casual | Murcia Women Casual Black Handbag
56813,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurti,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/56813.jpg,Ethnic | Aneri Women Multi Coloured Kurti
59067,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Peri Peri Women Black Bra,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/59067.jpg,Casual | Peri Peri Women Black Bra
15348,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Nike Men Special Edition 3 Star Polo Black Tshirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/15348.jpg,Casual | Nike Men Special Edition 3 Star Polo Black Tshirts
12951,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/12951.jpg,Casual | Basics Men Blue Slim Fit Checked Shirt
6048,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,UCB Men Ben Logo Black Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/6048.jpg,Casual | UCB Men Ben Logo Black Shirt
13883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Check Purple Shirts,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/13883.jpg,Casual | Scullers Men Check Purple Shirts
19585,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,United Colors of Benetton Women Solid Blue Top,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/19585.jpg,Casual | United Colors of Benetton Women Solid Blue Top
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011,Casual,Forever New Women Pink Sleeveless Dress,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/6874.jpg,Casual | Forever New Women Pink Sleeveless Dress
18457,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Nautica Blue Men Perfumes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/18457.jpg,Casual | Nautica Blue Men Perfumes
9000,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Puma Men Archive Boot WTR Brown Casual Shoes,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/9000.jpg,Casual | Puma Men Archive Boot WTR Brown Casual Shoes
48327,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Pitaraa Women Green Sling Bag,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/48327.jpg,Casual | Pitaraa Women Green Sling Bag
35589,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual,Gliders Men Yellow Sandals,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/35589.jpg,Casual | Gliders Men Yellow Sandals
31915,Women,Accessories,Bags,Clutches,Green,Summer,2012,Casual,Fabindia Women Green Silk Clutch,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/31915.jpg,Casual | Fabindia Women Green Silk Clutch
28004,Men,Apparel,Innerwear,Trunk,Black,Summer,2016,Casual,Jockey ZONE Men Black Modern Trunks US19,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/28004.jpg,Casual | Jockey ZONE Men Black Modern Trunks US19
27870,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Scullers For Her Women White Striped Shirt,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/27870.jpg,Smart Casual | Scullers For Her Women White Striped Shirt
19743,Women,Accessories,Headwear,Caps,Blue,Fall,2011,Casual,United colors of benetton Women Blue Cap,/kaggle/input/fashion-product-images-dataset/fashion-dataset/images/19743.jpg,Casual | United colors of benetton Women Blue Cap
